  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
   265,     P-821,   2019/11/09 07:10:01,           1-50,       5,       -14.627,      -111.758,         17674,       0,    1,                                        ,                                        ,                 H2O, 1573308906.82,         0.170,         0.376,         6.895,        -0.001,        -0.001,         0.096,        80.250,        34.709,         0.988,        59.530,         0.863,        -0.720,       -0.0000,       -0.0000,    0,        42.438,         1,      50,       4,  DGK_norm,       0
   266,     P-822,   2019/11/09 07:19:36,           1-51,       1,       -13.398,      -103.441,         17920,      -1,    1,                                        ,                                        ,                 H2O, 1573309480.88,         0.187,         0.407,         7.685,        -0.000,        -0.003,         0.119,        81.558,        35.154,         0.990,        60.661,         0.864,        -0.768,        0.0000,        0.0000,    0,        42.500,         1,      51,       4,  DGK_norm,       0
   267,     P-822,   2019/11/09 07:28:31,           1-51,       2,       -13.395,      -103.225,         17303,      -1,    1,                                        ,                                        ,                 H2O, 1573310016.23,         0.185,         0.460,         8.644,        -0.001,        -0.002,         0.162,        78.542,        33.940,         0.959,        57.113,         0.862,        -0.984,        0.0000,        0.0000,    0,        42.438,         1,      51,       4,  DGK_norm,       0
   268,     P-822,   2019/11/09 07:37:26,           1-51,       3,       -13.379,      -103.262,         17330,      -1,    1,                                        ,                                        ,                 H2O, 1573310551.50,         0.186,         0.456,         8.047,        -0.000,        -0.004,         0.145,        78.512,        34.475,         0.933,        56.803,         0.862,        -0.954,        0.0000,        0.0000,    0,        42.375,         1,      51,       4,  DGK_norm,       0
   269,     P-822,   2019/11/09 07:46:22,           1-51,       4,       -13.395,      -103.226,         17430,       0,    1,                                        ,                                        ,                 H2O, 1573311087.06,         0.178,         0.409,         7.762,        -0.001,        -0.002,         0.139,        79.103,        34.436,         0.929,        57.462,         0.862,        -0.947,       -0.0000,       -0.0000,    0,        42.375,         1,      51,       4,  DGK_norm,       0
   270,     P-822,   2019/11/09 07:55:18,           1-51,       5,       -13.414,      -103.172,         17365,       0,    1,                                        ,                                        ,                 H2O, 1573311623.73,         0.181,         0.379,         7.097,        -0.001,        -0.002,         0.140,        78.600,        34.235,         0.967,        58.422,         0.862,        -0.763,        0.0000,        0.0000,    0,        42.312,         1,      51,       4,  DGK_norm,       0
   271,     P-823,   2019/11/09 08:04:52,           1-52,       1,       -12.553,       -96.140,         17950,      -1,    1,                                        ,                                        ,                 H2O, 1573312197.37,         0.211,         0.418,         7.175,        -0.001,        -0.003,         0.094,        81.746,        34.922,         1.007,        61.400,         0.864,        -0.707,       -0.0000,       -0.0000,    0,        42.438,         1,      52,       4,  DGK_norm,       0
   272,     P-823,   2019/11/09 08:13:46,           1-52,       2,       -12.546,       -95.918,         17483,      -1,    1,                                        ,                                        ,                 H2O, 1573312732.56,         0.201,         0.371,         7.539,        -0.001,        -0.001,         0.147,        79.401,        33.835,         0.985,        59.841,         0.863,        -0.681,       -0.0000,       -0.0000,    0,        42.438,         1,      52,       4,  DGK_norm,       0
   273,     P-823,   2019/11/09 08:22:42,           1-52,       3,       -12.517,       -95.794,         17464,      -1,    1,                                        ,                                        ,                 H2O, 1573313267.58,         0.183,         0.469,         8.818,        -0.000,        -0.002,         0.165,        79.238,        34.363,         0.956,        58.376,         0.864,        -0.890,       -0.0000,       -0.0000,    0,        42.375,         1,      52,       4,  DGK_norm,       0
   274,     P-823,   2019/11/09 08:31:38,           1-52,       4,       -12.500,       -95.757,         17405,       0,    1,                                        ,                                        ,                 H2O, 1573313804.01,         0.192,         0.396,         7.940,        -0.001,        -0.002,         0.149,        79.041,        34.042,         0.951,        58.140,         0.864,        -0.894,       -0.0000,       -0.0000,    0,        42.438,         1,      52,       4,  DGK_norm,       0
   275,     P-823,   2019/11/09 08:40:33,           1-52,       5,       -12.541,       -95.794,         17388,       0,    1,                                        ,                                        ,                 H2O, 1573314338.52,         0.182,         0.425,         7.709,        -0.001,        -0.002,         0.142,        78.984,        34.207,         0.952,        57.181,         0.863,        -0.958,       -0.0000,       -0.0000,    0,        42.500,         1,      52,       4,  DGK_norm,       0
   276,     P-824,   2019/11/09 08:50:08,           1-53,       1,       -13.144,      -100.872,         17696,      -1,    1,                                        ,                                        ,                 H2O, 1573314913.23,         0.209,         0.429,         7.276,        -0.001,        -0.001,         0.128,        80.500,        34.649,         0.989,        59.288,         0.863,        -0.835,       -0.0000,       -0.0000,    0,        42.625,         1,      53,       4,  DGK_norm,       0
   277,     P-824,   2019/11/09 08:59:03,           1-53,       2,       -13.198,      -100.951,         17291,      -1,    1,                                        ,                                        ,                 H2O, 1573315448.95,         0.191,         0.402,         9.018,        -0.001,        -0.002,         0.175,        78.052,        34.049,         0.978,        58.997,         0.863,        -0.516,       -0.0000,       -0.0000,    0,        42.625,         1,      53,       4,  DGK_norm,       0
   278,     P-824,   2019/11/09 09:07:58,           1-53,       3,       -13.177,      -101.076,         17358,      -1,    1,                                        ,                                        ,                 H2O, 1573315984.06,         0.199,         0.411,        10.955,        -0.000,        -0.002,         0.233,        78.742,        34.092,         0.962,        57.608,         0.863,        -0.860,       -0.0000,       -0.0000,    0,        42.562,         1,      53,       4,  DGK_norm,       0
   279,     P-824,   2019/11/09 09:16:54,           1-53,       4,       -13.162,      -101.092,         17332,       0,    1,                                        ,                                        ,                 H2O, 1573316519.08,         0.205,         0.429,         8.656,        -0.001,        -0.001,         0.162,        78.611,        33.976,         0.959,        57.921,         0.863,        -0.834,       -0.0000,       -0.0000,    0,        42.688,         1,      53,       4,  DGK_norm,       0
   280,     P-824,   2019/11/09 09:25:50,           1-53,       5,       -13.172,      -101.071,         17586,       0,    1,                                        ,                                        ,                 H2O, 1573317055.14,         0.210,         0.394,         6.490,        -0.001,        -0.002,         0.106,        79.966,        34.141,         0.973,        59.495,         0.862,        -0.677,       -0.0000,       -0.0000,    0,        42.625,         1,      53,       4,  DGK_norm,       0
   281,     P-825,   2019/11/09 09:35:24,           1-54,       1,       -13.886,      -105.429,         18133,      -1,    1,                                        ,                                        ,                 H2O, 1573317629.77,         0.204,         0.399,         6.999,        -0.001,        -0.001,         0.109,        82.820,        35.383,         0.994,        60.971,         0.863,        -0.813,       -0.0000,       -0.0000,    0,        42.750,         1,      54,       4,  DGK_norm,       0
   282,     P-825,   2019/11/09 09:44:20,           1-54,       2,       -13.880,      -105.570,         17672,      -1,    1,                                        ,                                        ,                 H2O, 1573318165.10,         0.184,         0.395,         7.443,        -0.001,        -0.001,         0.127,        80.312,        34.771,         0.953,        58.947,         0.863,        -0.799,        0.0000,        0.0000,    0,        42.688,         1,      54,       4,  DGK_norm,       0
   283,     P-825,   2019/11/09 09:53:15,           1-54,       3,       -13.898,      -105.622,         17750,      -1,    1,                                        ,                                        ,                 H2O, 1573318701.01,         0.189,         0.389,         6.792,        -0.000,        -0.002,         0.061,        80.647,        34.973,         0.981,        59.438,         0.862,        -0.717,        0.0000,        0.0000,    0,        42.750,         1,      54,       4,  DGK_norm,       0
   284,     P-825,   2019/11/09 10:02:10,           1-54,       4,       -13.870,      -105.626,         17537,       0,    1,                                        ,                                        ,                 H2O, 1573319235.72,         0.216,         0.401,         7.159,        -0.001,        -0.001,         0.091,        79.735,        34.319,         0.969,        58.313,         0.863,        -0.881,       -0.0000,       -0.0000,    0,        42.812,         1,      54,       4,  DGK_norm,       0
   285,     P-825,   2019/11/09 10:11:06,           1-54,       5,       -13.881,      -105.664,         17549,       0,    1,                                        ,                                        ,                 H2O, 1573319771.68,         0.172,         0.411,         6.555,        -0.001,        -0.001,         0.072,        79.735,        34.627,         0.939,        57.867,         0.862,        -0.906,       -0.0000,       -0.0000,    0,        42.875,         1,      54,       4,  DGK_norm,       0
   286,     P-826,   2019/11/09 10:20:42,           1-55,       1,       -12.347,       -97.833,         17991,      -1,    1,                                        ,                                        ,                 H2O, 1573320346.85,         0.187,         0.373,        10.503,        -0.000,        -0.001,         0.204,        81.985,        35.607,         0.952,        59.504,         0.863,        -0.877,        0.0000,        0.0000,    0,        42.750,         1,      55,       4,  DGK_norm,       0
   287,     P-826,   2019/11/09 10:29:37,           1-55,       2,       -12.229,       -97.093,         18578,      -1,    1,                                        ,                                        ,                 H2O, 1573320882.34,         0.187,         0.429,        10.475,         0.001,        -0.001,         0.217,        85.118,        36.508,         1.011,        62.015,         0.863,        -0.857,        0.0000,        0.0000,    0,        42.750,         1,      55,       4,  DGK_norm,       0
   288,     P-826,   2019/11/09 10:38:32,           1-55,       3,       -12.219,       -97.139,         17813,      -1,    1,                                        ,                                        ,                 H2O, 1573321417.60,         0.205,         0.395,         7.628,        -0.001,        -0.003,         0.154,        81.200,        34.996,         0.990,        58.935,         0.861,        -1.059,       -0.0000,       -0.0000,    0,        42.125,         1,      55,       4,  DGK_norm,       0
   289,     P-826,   2019/11/09 10:47:28,           1-55,       4,       -12.071,       -96.392,         17560,       0,    1,                                        ,                                        ,                 H2O, 1573321953.03,         0.182,         0.414,         8.209,         0.000,        -0.003,         0.171,        79.713,        34.301,         0.975,        59.343,         0.864,        -0.684,        0.0000,        0.0000,    0,        41.750,         1,      55,       4,  DGK_norm,       0
   290,     P-826,   2019/11/09 10:56:22,           1-55,       5,       -12.257,       -96.863,         17505,       0,    1,                                        ,                                        ,                 H2O, 1573322488.22,         0.186,         0.415,         8.115,        -0.001,        -0.004,         0.169,        79.520,        34.152,         0.944,        58.736,         0.864,        -0.747,       -0.0000,       -0.0000,    0,        41.562,         1,      55,       4,  DGK_norm,       0
   291,     P-827,   2019/11/09 11:05:58,           1-56,       1,       -13.597,      -103.891,         17835,      -1,    1,                                        ,                                        ,                 H2O, 1573323063.72,         0.187,         0.396,         7.647,         0.000,         0.000,         0.150,        81.159,        35.286,         0.977,        59.114,         0.864,        -0.908,       -0.0000,       -0.0000,    0,        41.438,         1,      56,       4,  DGK_norm,       0
   292,     P-827,   2019/11/09 11:14:53,           1-56,       2,       -13.645,      -104.235,         17377,      -1,    1,                                        ,                                        ,                 H2O, 1573323599.09,         0.210,         0.380,         7.843,        -0.000,        -0.001,         0.161,        78.794,        34.163,         0.945,        57.993,         0.864,        -0.795,       -0.0000,       -0.0000,    0,        41.312,         1,      56,       4,  DGK_norm,       0
   293,     P-827,   2019/11/09 11:23:48,           1-56,       3,       -13.627,      -104.135,         17400,      -1,    1,                                        ,                                        ,                 H2O, 1573324133.69,         0.180,         0.425,         8.201,        -0.000,        -0.001,         0.167,        78.945,        34.177,         0.962,        57.955,         0.864,        -0.866,        0.0000,        0.0000,    0,        41.188,         1,      56,       4,  DGK_norm,       0
   294,     P-827,   2019/11/09 11:32:43,           1-56,       4,       -13.695,      -104.186,         17318,       0,    1,                                        ,                                        ,                 H2O, 1573324669.09,         0.199,         0.392,         9.004,        -0.001,        -0.002,         0.191,        78.350,        34.032,         0.984,        58.393,         0.864,        -0.705,       -0.0000,       -0.0000,    0,        41.625,         1,      56,       4,  DGK_norm,       0
   295,     P-827,   2019/11/09 11:41:39,           1-56,       5,       -13.642,      -104.405,         17366,       0,    1,                                        ,                                        ,                 H2O, 1573325204.99,         0.200,         0.405,         8.367,        -0.001,        -0.001,         0.172,        78.768,        34.475,         0.928,        56.756,         0.864,        -1.029,        0.0000,        0.0000,    0,        41.250,         1,      56,       4,  DGK_norm,       0
   296,     P-828,   2019/11/09 11:51:13,           1-57,       1,       -34.141,      -270.821,         18000,      -1,    1,                                        ,                                        ,                 H2O, 1573325779.30,         0.201,         0.530,         8.577,         0.001,         0.008,         0.174,        81.941,        36.074,         0.923,        57.119,         0.864,        -0.611,       -0.0000,       -0.0000,    0,        41.250,         1,      57,       5,  DGK_norm,       0
   297,     P-828,   2019/11/09 12:00:07,           1-57,       2,       -34.472,      -277.624,         17694,      -1,    1,                                        ,                                        ,                 H2O, 1573326312.66,         0.206,         0.643,         8.727,         0.001,         0.012,         0.181,        80.126,        35.513,         0.945,        57.216,         0.863,        -0.421,       -0.0000,       -0.0000,    0,        41.000,         1,      57,       5,  DGK_norm,       0
   298,     P-828,   2019/11/09 12:09:02,           1-57,       3,       -34.566,      -279.269,         17474,      -1,    1,                                        ,                                        ,                 H2O, 1573326847.51,         0.175,         0.548,         9.556,         0.001,         0.010,         0.204,        79.260,        34.764,         0.920,        55.823,         0.863,        -0.619,        0.0000,        0.0000,    0,        41.000,         1,      57,       5,  DGK_norm,       0
   299,     P-828,   2019/11/09 12:17:57,           1-57,       4,       -34.625,      -280.042,         17482,       0,    1,                                        ,                                        ,                 H2O, 1573327382.55,         0.182,         0.576,         8.859,         0.000,         0.010,         0.189,        79.231,        34.702,         0.933,        56.430,         0.863,        -0.565,        0.0000,        0.0000,    0,        40.938,         1,      57,       5,  DGK_norm,       0
   300,     P-828,   2019/11/09 12:26:53,           1-57,       5,       -34.670,      -280.585,         17536,       0,    1,                                        ,                                        ,                 H2O, 1573327918.02,         0.171,         0.564,        11.773,         0.000,         0.010,         0.262,        79.360,        35.138,         0.951,        56.520,         0.864,        -0.540,       -0.0000,       -0.0000,    0,        41.062,         1,      57,       5,  DGK_norm,       0
   301,     P-828,   2019/11/09 12:35:47,           1-57,       6,       -34.707,      -281.008,         17523,       0,    1,                                        ,                                        ,                 H2O, 1573328452.75,         0.193,         0.590,        10.207,         0.000,         0.011,         0.219,        79.306,        35.013,         0.913,        56.669,         0.864,        -0.524,        0.0000,        0.0000,    0,        41.000,         1,      57,       5,  DGK_norm,       0
   302,     P-828,   2019/11/09 12:44:42,           1-57,       7,       -34.685,      -281.118,         17562,       0,    1,                                        ,                                        ,                 H2O, 1573328987.70,         0.176,         0.589,         9.721,         0.000,         0.011,         0.212,        79.523,        35.191,         0.929,        56.291,         0.864,        -0.482,        0.0000,        0.0000,    0,        40.938,         1,      57,       5,  DGK_norm,       0
   303,     P-828,   2019/11/09 12:53:37,           1-57,       8,       -34.693,      -281.401,         17522,       0,    1,                                        ,                                        ,                 H2O, 1573329522.97,         0.188,         0.500,        10.470,         0.001,         0.008,         0.229,        79.384,        35.116,         0.896,        55.883,         0.864,        -0.589,       -0.0000,       -0.0000,    0,        41.000,         1,      57,       5,  DGK_norm,       0
   304,     P-828,   2019/11/09 13:02:32,           1-57,       9,       -34.692,      -281.634,         17530,       0,    1,                                        ,                                        ,                 H2O, 1573330057.44,         0.194,         0.501,        11.689,         0.001,         0.008,         0.257,        79.542,        35.152,         0.909,        55.368,         0.863,        -0.678,       -0.0000,       -0.0000,    0,        40.938,         1,      57,       5,  DGK_norm,       0
   305,     P-828,   2019/11/09 13:11:27,           1-57,      10,       -34.711,      -281.740,         17550,       0,    1,                                        ,                                        ,                 H2O, 1573330592.97,         0.183,         0.540,        10.613,        -0.000,         0.009,         0.236,        79.580,        35.256,         0.905,        55.340,         0.864,        -0.692,        0.0000,        0.0000,    0,        41.062,         1,      57,       5,  DGK_norm,       0
   306,     P-829,   2019/11/09 13:21:02,           1-58,       1,       -16.877,      -135.430,         17940,      -1,    1,                                        ,                                        ,                 H2O, 1573331167.90,         0.198,         0.392,         9.680,        -0.001,         0.000,         0.208,        84.327,        34.940,         0.991,        60.055,         0.865,        -0.777,       -0.0000,       -0.0000,    0,        41.062,         1,      58,       5,  DGK_norm,       0
   307,     P-829,   2019/11/09 13:29:58,           1-58,       2,       -16.610,      -129.552,         17774,      -1,    1,                                        ,                                        ,                 H2O, 1573331703.18,         0.192,         0.422,         9.814,        -0.001,        -0.005,         0.212,        83.558,        34.373,         0.976,        59.683,         0.864,        -0.799,        0.0000,        0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   308,     P-829,   2019/11/09 13:38:52,           1-58,       3,       -16.536,      -128.270,         17757,      -1,    1,                                        ,                                        ,                 H2O, 1573332237.62,         0.203,         0.448,         9.279,        -0.001,        -0.004,         0.199,        83.361,        34.835,         0.981,        58.662,         0.863,        -0.873,       -0.0000,       -0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   309,     P-829,   2019/11/09 13:47:48,           1-58,       4,       -16.475,      -127.566,         17796,       0,    1,                                        ,                                        ,                 H2O, 1573332773.08,         0.190,         0.434,        11.025,        -0.001,        -0.003,         0.245,        83.575,        34.887,         0.982,        58.916,         0.864,        -0.853,        0.0000,        0.0000,    0,        41.062,         1,      58,       5,  DGK_norm,       0
   310,     P-829,   2019/11/09 13:56:43,           1-58,       5,       -16.458,      -127.193,         17797,       0,    1,                                        ,                                        ,                 H2O, 1573333308.07,         0.199,         0.408,        10.807,        -0.001,        -0.004,         0.237,        83.513,        34.944,         0.964,        59.092,         0.864,        -0.804,        0.0000,        0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   311,     P-829,   2019/11/09 14:05:38,           1-58,       6,       -16.468,      -126.913,         17795,       0,    1,                                        ,                                        ,                 H2O, 1573333843.45,         0.194,         0.443,        11.588,        -0.001,        -0.003,         0.257,        83.589,        34.759,         0.964,        59.053,         0.865,        -0.816,       -0.0000,       -0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   312,     P-829,   2019/11/09 14:14:32,           1-58,       7,       -16.459,      -126.789,         17770,       0,    1,                                        ,                                        ,                 H2O, 1573334377.29,         0.187,         0.403,        12.371,        -0.001,        -0.002,         0.278,        83.401,        34.717,         0.959,        59.370,         0.865,        -0.797,       -0.0000,       -0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   313,     P-829,   2019/11/09 14:23:27,           1-58,       8,       -16.428,      -126.682,         17751,       0,    1,                                        ,                                        ,                 H2O, 1573334912.53,         0.193,         0.443,        12.209,        -0.000,        -0.002,         0.276,        83.115,        34.557,         0.986,        60.827,         0.865,        -0.591,       -0.0000,       -0.0000,    0,        41.188,         1,      58,       5,  DGK_norm,       0
   314,     P-829,   2019/11/09 14:32:22,           1-58,       9,       -16.412,      -126.501,         17680,       0,    1,                                        ,                                        ,                 H2O, 1573335447.83,         0.184,         0.402,        12.453,        -0.001,        -0.002,         0.281,        82.946,        34.728,         0.964,        58.104,         0.864,        -0.880,        0.0000,        0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   315,     P-829,   2019/11/09 14:41:17,           1-58,      10,       -16.422,      -126.562,         17616,       0,    1,                                        ,                                        ,                 H2O, 1573335983.44,         0.183,         0.386,        11.924,        -0.001,        -0.001,         0.267,        82.479,        34.836,         0.956,        58.061,         0.864,        -0.871,       -0.0000,       -0.0000,    0,        41.125,         1,      58,       5,  DGK_norm,       0
   316,     P-830,   2019/11/09 14:50:52,           1-59,       1,       -12.475,       -99.995,         18015,      -1,    1,                                        ,                                        ,                 H2O, 1573336557.66,         0.198,         0.389,         9.693,        -0.001,        -0.002,         0.210,        82.012,        35.461,         0.999,        60.779,         0.864,        -0.725,       -0.0000,       -0.0000,    0,        41.000,         1,      59,       6,  DGK_norm,       0
   317,     P-830,   2019/11/09 14:59:48,           1-59,       2,       -12.428,       -98.845,         17740,      -1,    1,                                        ,                                        ,                 H2O, 1573337092.87,         0.210,         0.414,        10.663,        -0.001,        -0.004,         0.238,        80.713,        34.883,         0.992,        58.941,         0.864,        -0.928,       -0.0000,       -0.0000,    0,        41.125,         1,      59,       6,  DGK_norm,       0
   318,     P-830,   2019/11/09 15:08:42,           1-59,       3,       -12.429,       -98.554,         17665,      -1,    1,                                        ,                                        ,                 H2O, 1573337627.68,         0.191,         0.441,        10.519,        -0.000,        -0.004,         0.234,        80.293,        34.577,         0.972,        59.493,         0.864,        -0.673,        0.0000,        0.0000,    0,        41.125,         1,      59,       6,  DGK_norm,       0
   319,     P-830,   2019/11/09 15:17:37,           1-59,       4,       -12.392,       -98.351,         17665,       0,    1,                                        ,                                        ,                 H2O, 1573338162.43,         0.210,         0.415,         9.655,        -0.001,        -0.004,         0.208,        80.213,        34.684,         0.981,        59.460,         0.865,        -0.664,        0.0000,        0.0000,    0,        41.125,         1,      59,       6,  DGK_norm,       0
   320,     P-830,   2019/11/09 15:26:32,           1-59,       5,       -12.409,       -98.481,         17511,       0,    1,                                        ,                                        ,                 H2O, 1573338698.02,         0.200,         0.417,        10.535,        -0.001,        -0.004,         0.233,        79.553,        34.443,         0.953,        57.931,         0.864,        -0.907,        0.0000,        0.0000,    0,        41.250,         1,      59,       6,  DGK_norm,       0
   321,     P-831,   2019/11/09 15:36:08,           1-60,       1,       -13.763,      -107.827,         17993,      -1,    1,                                        ,                                        ,                 H2O, 1573339273.93,         0.203,         0.403,         9.687,        -0.001,        -0.002,         0.203,        81.830,        35.405,         1.008,        60.879,         0.865,        -0.665,       -0.0000,       -0.0000,    0,        41.125,         1,      60,       6,  DGK_norm,       0
   322,     P-831,   2019/11/09 15:45:03,           1-60,       2,       -13.768,      -108.318,         17542,      -1,    1,                                        ,                                        ,                 H2O, 1573339808.73,         0.190,         0.401,         9.955,        -0.001,        -0.002,         0.220,        79.682,        34.466,         0.954,        58.357,         0.865,        -0.833,        0.0000,        0.0000,    0,        41.062,         1,      60,       6,  DGK_norm,       0
   323,     P-831,   2019/11/09 15:53:58,           1-60,       3,       -13.780,      -108.287,         17717,      -1,    1,                                        ,                                        ,                 H2O, 1573340343.27,         0.200,         0.409,         9.889,        -0.001,        -0.003,         0.210,        80.412,        34.876,         0.978,        59.666,         0.864,        -0.726,       -0.0000,       -0.0000,    0,        41.125,         1,      60,       6,  DGK_norm,       0
   324,     P-831,   2019/11/09 16:02:53,           1-60,       4,       -13.831,      -108.396,         17358,       0,    1,                                        ,                                        ,                 H2O, 1573340877.90,         0.168,         0.417,         9.904,        -0.000,        -0.002,         0.219,        78.711,        33.783,         0.965,        58.585,         0.864,        -0.719,       -0.0000,       -0.0000,    0,        41.188,         1,      60,       6,  DGK_norm,       0
   325,     P-831,   2019/11/09 16:11:47,           1-60,       5,       -13.746,      -108.210,         17608,       0,    1,                                        ,                                        ,                 H2O, 1573341412.93,         0.199,         0.443,         9.460,        -0.001,        -0.003,         0.205,        79.990,        34.677,         0.970,        58.538,         0.864,        -0.848,        0.0000,        0.0000,    0,        41.125,         1,      60,       6,  DGK_norm,       0
   326,     P-832,   2019/11/09 16:21:23,           1-61,       1,       -13.036,      -101.552,         18029,      -1,    1,                                        ,                                        ,                 H2O, 1573341988.41,         0.185,         0.424,         8.806,        -0.001,        -0.002,         0.184,        82.143,        35.524,         0.997,        59.999,         0.864,        -0.776,       -0.0000,       -0.0000,    0,        41.188,         1,      61,       6,  DGK_norm,       0
   327,     P-832,   2019/11/09 16:30:18,           1-61,       2,       -13.038,      -101.307,         17484,      -1,    1,                                        ,                                        ,                 H2O, 1573342523.42,         0.190,         0.434,        10.442,        -0.001,        -0.004,         0.229,        79.319,        34.213,         0.973,        58.843,         0.864,        -0.728,        0.0000,        0.0000,    0,        41.312,         1,      61,       6,  DGK_norm,       0
   328,     P-832,   2019/11/09 16:39:14,           1-61,       3,       -13.022,      -101.263,         17485,      -1,    1,                                        ,                                        ,                 H2O, 1573343059.22,         0.190,         0.427,        10.937,        -0.001,        -0.002,         0.244,        79.337,        34.650,         0.957,        57.440,         0.865,        -0.906,       -0.0000,       -0.0000,    0,        41.188,         1,      61,       6,  DGK_norm,       0
   329,     P-832,   2019/11/09 16:48:08,           1-61,       4,       -13.004,      -101.199,         17523,       0,    1,                                        ,                                        ,                 H2O, 1573343593.90,         0.208,         0.417,        12.294,        -0.001,        -0.002,         0.276,        79.605,        34.236,         0.953,        58.816,         0.865,        -0.821,       -0.0000,       -0.0000,    0,        41.125,         1,      61,       6,  DGK_norm,       0
   330,     P-832,   2019/11/09 16:57:04,           1-61,       5,       -13.011,      -101.147,         17454,       0,    1,                                        ,                                        ,                 H2O, 1573344128.88,         0.194,         0.408,        13.122,        -0.001,        -0.003,         0.297,        79.244,        34.248,         0.953,        57.994,         0.864,        -0.885,       -0.0000,       -0.0000,    0,        41.062,         1,      61,       6,  DGK_norm,       0
   331,     P-833,   2019/11/09 17:06:39,           1-62,       1,       -13.072,      -101.945,         18022,      -1,    1,                                        ,                                        ,                 H2O, 1573344705.00,         0.191,         0.413,        10.475,        -0.001,        -0.002,         0.231,        82.189,        35.215,         0.988,        60.654,         0.863,        -0.773,       -0.0000,       -0.0000,    0,        40.875,         1,      62,       6,  DGK_norm,       0
   332,     P-833,   2019/11/09 17:15:34,           1-62,       2,       -13.065,      -102.040,         17487,      -1,    1,                                        ,                                        ,                 H2O, 1573345239.25,         0.199,         0.384,        19.323,         0.000,         0.001,         0.444,        79.257,        34.523,         0.981,        58.425,         0.864,        -0.744,       -0.0000,       -0.0000,    0,        40.938,         1,      62,       6,  DGK_norm,       0
   333,     P-833,   2019/11/09 17:24:28,           1-62,       3,       -13.037,      -101.815,         17490,      -1,    1,                                        ,                                        ,                 H2O, 1573345773.77,         0.203,         0.426,        11.839,        -0.001,        -0.002,         0.267,        79.527,        34.298,         0.954,        57.632,         0.864,        -0.994,       -0.0000,       -0.0000,    0,        40.812,         1,      62,       6,  DGK_norm,       0
   334,     P-833,   2019/11/09 17:33:24,           1-62,       4,       -13.082,      -101.888,         17516,       0,    1,                                        ,                                        ,                 H2O, 1573346308.79,         0.209,         0.438,        10.881,        -0.001,        -0.003,         0.243,        79.289,        34.312,         0.987,        59.842,         0.865,        -0.499,       -0.0000,       -0.0000,    0,        40.750,         1,      62,       6,  DGK_norm,       0
   335,     P-833,   2019/11/09 17:42:19,           1-62,       5,       -13.068,      -101.770,         17602,       0,    1,                                        ,                                        ,                 H2O, 1573346844.09,         0.199,         0.414,        10.692,        -0.001,        -0.002,         0.241,        79.933,        34.501,         0.974,        59.200,         0.865,        -0.800,       -0.0000,       -0.0000,    0,        40.812,         1,      62,       6,  DGK_norm,       0
   336,     P-834,   2019/11/09 17:51:55,           1-63,       1,       -13.156,      -103.070,         18139,      -1,    1,                                        ,                                        ,                 H2O, 1573347420.09,         0.183,         0.392,         9.676,        -0.001,        -0.001,         0.206,        82.857,        35.247,         1.010,        61.015,         0.865,        -0.774,        0.0000,        0.0000,    0,        40.812,         1,      63,       6,  DGK_norm,       0
   337,     P-834,   2019/11/09 18:00:50,           1-63,       2,       -13.196,      -103.345,         17569,      -1,    1,                                        ,                                        ,                 H2O, 1573347954.98,         0.194,         0.420,        12.116,        -0.001,        -0.003,         0.270,        79.781,        34.295,         0.986,        59.330,         0.864,        -0.743,        0.0000,        0.0000,    0,        40.812,         1,      63,       6,  DGK_norm,       0
   338,     P-834,   2019/11/09 18:09:44,           1-63,       3,       -13.226,      -103.270,         17591,      -1,    1,                                        ,                                        ,                 H2O, 1573348489.51,         0.212,         0.436,        10.684,        -0.001,        -0.001,         0.223,        79.850,        34.618,         0.990,        58.660,         0.864,        -0.826,        0.0000,        0.0000,    0,        41.000,         1,      63,       6,  DGK_norm,       0
   339,     P-834,   2019/11/09 18:18:39,           1-63,       4,       -13.189,      -103.268,         17508,       0,    1,                                        ,                                        ,                 H2O, 1573349024.34,         0.194,         0.403,        11.679,        -0.000,        -0.002,         0.248,        79.569,        34.402,         0.945,        57.892,         0.863,        -1.006,       -0.0000,       -0.0000,    0,        41.000,         1,      63,       6,  DGK_norm,       0
   340,     P-834,   2019/11/09 18:27:34,           1-63,       5,       -13.241,      -103.368,         17589,       0,    1,                                        ,                                        ,                 H2O, 1573349559.97,         0.186,         0.414,        11.773,        -0.000,        -0.002,         0.252,        79.972,        34.646,         0.965,        57.876,         0.864,        -0.905,        0.0000,        0.0000,    0,        41.062,         1,      63,       6,  DGK_norm,       0
